,time_step,stimulus,type,familiarity,novelty,dN,steady
0,0,0,fam,0.07692307692307691,2.5649493574615367,0.0,1.9459401475553906
1,1,1,fam,9.998700168978034e-06,11.513055456520961,0.0,1.9459401475553906
2,2,2,fam,6.666088938958624e-06,11.918477235989721,0.0,1.9459401475553906
3,3,0,fam,0.14285224526178056,1.9459444328105306,0.0,1.9459401475553906
4,4,1,fam,0.1333294224933738,2.0149323522721323,0.0,1.9459401475553906
5,5,2,fam,0.12902876194113427,2.04771993868854,0.0,1.9459401475553906
6,6,0,fam,0.14285278940311244,1.9459406236978734,0.0,1.9459401475553906
7,7,1,fam,0.14172803797420516,1.9538452833041735,0.0,1.9459401475553906
8,8,2,fam,0.14117227801291712,1.9577743045517966,0.0,1.9459401475553906
9,9,0,fam,0.14285284903558532,1.9459402062579292,0.0,1.9459401475553906
10,10,1,fam,0.14271321701688697,1.946918137787096,0.0,1.9459401475553906
11,11,2,fam,0.14264350332038983,1.9474067451540555,0.0,1.9459401475553906
12,12,0,fam,0.14285285637497405,1.9459401548806652,0.0,1.9459401475553906
13,13,1,fam,0.14283541728690063,1.9460622396121914,0.0,1.9459401475553906
14,14,2,fam,0.1428266993394538,1.9461232763891536,0.0,1.9459401475553906
15,15,0,fam,0.14285285729063385,1.9459401484708543,0.0,1.9459401475553906
16,16,1,fam,0.14285067763743609,1.9459554066173688,0.0,1.9459401475553906
17,17,2,fam,0.14284958783577992,1.9459630356033226,0.0,1.9459401475553906
18,18,0,fam,0.14285285740506384,1.9459401476698204,0.0,1.9459401475553906
19,19,1,fam,0.14285258495205136,1.9459420548999398,0.0,1.9459401475553906
20,20,2,fam,0.14285244872593483,1.9459430085136356,0.0,1.9459401475553906
21,21,0,fam,0.14285285741936715,1.9459401475696942,0.0,1.9459401475553906
22,22,1,fam,0.14285282336279742,1.9459403859728623,0.0,1.9459401475553906
23,23,2,fam,0.14285280633451863,1.9459405051744252,0.0,1.9459401475553906
24,24,0,fam,0.14285285742115506,1.9459401475571785,0.0,1.9459401475553906
25,25,1,fam,0.14285285316408472,1.9459401773575653,0.0,1.9459401475553906
26,26,2,fam,0.14285285103554965,1.9459401922577582,0.0,1.9459401475553906
27,27,0,fam,0.14285285742137854,1.945940147555614,0.0,1.9459401475553906
28,28,1,fam,0.14285285688924476,1.9459401512806622,0.0,1.9459401475553906
29,29,2,fam,0.14285285662317787,1.9459401531431864,0.0,1.9459401475553906
30,30,0,fam,0.1428528574214065,1.9459401475554183,0.0,1.9459401475553906
31,31,1,fam,0.14285285735488976,1.9459401480210494,0.0,1.9459401475553906
32,32,2,fam,0.1428528573216314,1.945940148253865,0.0,1.9459401475553906
33,33,0,fam,0.14285285742140996,1.9459401475553941,0.0,1.9459401475553906
34,34,1,fam,0.1428528574130954,1.9459401476135978,0.0,1.9459401475553906
35,35,2,fam,0.14285285740893808,1.9459401476426998,0.0,1.9459401475553906
36,36,0,fam,0.1428528574214104,1.945940147555391,0.0,1.9459401475553906
37,37,1,fam,0.1428528574203711,1.9459401475626663,0.0,1.9459401475553906
38,38,2,fam,0.14285285741985143,1.945940147566304,0.0,1.9459401475553906
39,39,0,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
40,40,1,fam,0.14285285742128054,1.9459401475563,0.0,1.9459401475553906
41,41,2,fam,0.1428528574212156,1.9459401475567548,0.0,1.9459401475553906
42,42,0,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
43,43,1,fam,0.14285285742139422,1.9459401475555043,0.0,1.9459401475553906
44,44,2,fam,0.14285285742138612,1.9459401475555609,0.0,1.9459401475553906
45,45,0,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
46,46,1,fam,0.14285285742140844,1.9459401475554048,0.0,1.9459401475553906
47,47,2,fam,0.14285285742140744,1.9459401475554117,0.0,1.9459401475553906
48,48,0,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
49,49,1,fam,0.1428528574214102,1.9459401475553924,0.0,1.9459401475553906
50,50,2,fam,0.1428528574214101,1.945940147555393,0.0,1.9459401475553906
51,51,0,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
52,52,1,fam,0.14285285742141043,1.9459401475553908,0.0,1.9459401475553906
53,53,2,fam,0.1428528574214104,1.945940147555391,0.0,1.9459401475553906
54,54,0,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
55,55,1,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
56,56,2,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
57,57,0,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
58,58,1,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
59,59,2,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
60,60,0,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
61,61,1,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
62,62,2,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
63,63,0,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
64,64,1,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
65,65,2,fam,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
66,66,0,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
67,67,1,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
68,68,2,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
69,69,0,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
70,70,1,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
71,71,2,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
72,72,0,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
73,73,1,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
74,74,2,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
75,75,0,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
76,76,1,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
77,77,2,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
78,78,0,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
79,79,1,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
80,80,2,fam_r,0.14285285742141046,1.9459401475553906,0.0,1.9459401475553906
0,0,0,fam,0.07692307692307691,2.5649493574615367,73.33333333333334,1.9459401475553906
1,1,1,fam,9.998700168978034e-06,11.513055456520961,73.33333333333334,1.9459401475553906
2,2,2,fam,6.666088938958624e-06,11.918477235989721,73.33333333333334,1.9459401475553906
3,3,0,fam,0.14285224526178056,1.9459444328105306,73.33333333333334,1.9459401475553906
4,4,1,fam,0.1333294224933738,2.0149323522721323,73.33333333333334,1.9459401475553906
5,5,2,fam,0.12902876194113427,2.04771993868854,73.33333333333334,1.9459401475553906
6,6,0,fam,0.14285278940311244,1.9459406236978734,73.33333333333334,1.9459401475553906
7,7,1,fam,0.14172803797420516,1.9538452833041735,73.33333333333334,1.9459401475553906
8,8,2,fam,0.14117227801291712,1.9577743045517966,73.33333333333334,1.9459401475553906
9,9,0,fam,0.14285284903558532,1.9459402062579292,73.33333333333334,1.9459401475553906
10,10,1,fam,0.14271321701688697,1.946918137787096,73.33333333333334,1.9459401475553906
11,11,2,fam,0.14264350332038983,1.9474067451540555,73.33333333333334,1.9459401475553906
12,12,0,fam,0.14285285637497405,1.9459401548806652,73.33333333333334,1.9459401475553906
13,13,1,fam,0.14283541728690063,1.9460622396121914,73.33333333333334,1.9459401475553906
14,14,2,fam,0.1428266993394538,1.9461232763891536,73.33333333333334,1.9459401475553906
15,15,0,fam,0.14285285729063385,1.9459401484708543,73.33333333333334,1.9459401475553906
16,16,1,fam,0.14285067763743609,1.9459554066173688,73.33333333333334,1.9459401475553906
17,17,2,fam,0.14284958783577992,1.9459630356033226,73.33333333333334,1.9459401475553906
18,18,0,fam,0.14285285740506384,1.9459401476698204,73.33333333333334,1.9459401475553906
19,19,1,fam,0.14285258495205136,1.9459420548999398,73.33333333333334,1.9459401475553906
