,time_step,stimulus,type,familiarity,novelty,dN,steady
0,0,0,fam,0.06666666666666667,2.70805020110221,0.0,2.3649454486782715
1,1,1,fam,0.06578947368421052,2.7212954278522306,0.0,2.3649454486782715
2,2,2,fam,0.06501950585175552,2.733067964077498,0.0,2.3649454486782715
3,3,0,fam,0.07476515249002703,2.5934033783573307,0.0,2.3649454486782715
4,4,1,fam,0.07407029666364948,2.602740681785407,0.0,2.3649454486782715
5,5,2,fam,0.07345587779773968,2.6110703550883447,0.0,2.3649454486782715
6,6,0,fam,0.08032179971309743,2.5217142165031747,0.0,2.3649454486782715
7,7,1,fam,0.07978966461623342,2.5283612990016073,0.0,2.3649454486782715
8,8,2,fam,0.07931673575862624,2.534306128993451,0.0,2.3649454486782715
9,9,0,fam,0.08420203710469372,2.4745361643840744,0.0,2.3649454486782715
10,10,1,fam,0.08380183703713194,2.479300350050224,0.0,2.3649454486782715
11,11,2,fam,0.08344489570125636,2.4835687966975963,0.0,2.3649454486782715
12,12,0,fam,0.08694501419620812,2.4424793808700906,0.0,2.3649454486782715
13,13,1,fam,0.08664721652827101,2.4459103864955005,0.0,2.3649454486782715
14,14,2,fam,0.08638093745786897,2.448988258789452,0.0,2.3649454486782715
15,15,0,fam,0.08890087950463293,2.4202332433207436,0.0,2.3649454486782715
16,16,1,fam,0.0886807403875298,2.422712545289066,0.0,2.3649454486782715
17,17,2,fam,0.08848354525655332,2.4249386735597316,0.0,2.3649454486782715
18,18,0,fam,0.09030410787062229,2.4045723282248805,0.0,2.3649454486782715
19,19,1,fam,0.09014207200516537,2.406368275461019,0.0,2.3649454486782715
20,20,2,fam,0.08999673610152009,2.407981874848148,0.0,2.3649454486782715
21,21,0,fam,0.09131529976651502,2.3934369285694412,0.0,2.3649454486782715
22,22,1,fam,0.09119637337781161,2.3947401482866946,0.0,2.3649454486782715
23,23,2,fam,0.091089604173413,2.3959115956798813,0.0,2.3649454486782715
24,24,0,fam,0.09204630169730728,2.3854635492171,0.0,2.3649454486782715
25,25,1,fam,0.09195918704414283,2.386410419446558,0.0,2.3649454486782715
26,26,2,fam,0.09188092472107583,2.387261836768309,0.0,2.3649454486782715
27,27,0,fam,0.09257596568102563,2.379725720899836,0.0,2.3649454486782715
28,28,1,fam,0.09251224075933047,2.3804143106856324,0.0,2.3649454486782715
29,29,2,fam,0.09245496329290012,2.3810336363499265,0.0,2.3649454486782715
30,30,0,fam,0.09296038438784943,2.3755818509059163,0.0,2.3649454486782715
31,31,1,fam,0.09291381420143532,2.3760829445245255,0.0,2.3649454486782715
32,32,2,fam,0.09287194091028683,2.376533714195562,0.0,2.3649454486782715
33,33,0,fam,0.09323972403949281,2.37258142449836,0.0,2.3649454486782715
34,34,1,fam,0.0932057139128064,2.372946251092533,0.0,2.3649454486782715
35,35,2,fam,0.09317512600529275,2.3732744812668547,0.0,2.3649454486782715
36,36,0,fam,0.09344288551925949,2.3704048793938024,0.0,2.3649454486782715
37,37,1,fam,0.09341806020005951,2.3706705884134207,0.0,2.3649454486782715
38,38,2,fam,0.09339572868827727,2.370909666181946,0.0,2.3649454486782715
39,39,0,fam,0.09359073744969396,2.3688238592661337,0.0,2.3649454486782715
40,40,1,fam,0.09357262289444254,2.369017428726253,0.0,2.3649454486782715
41,41,2,fam,0.093556325789078,2.3691916092100365,0.0,2.3649454486782715
42,42,0,fam,0.09369838746452536,2.3676742994426734,0.0,2.3649454486782715
43,43,1,fam,0.09368517300264759,2.3678153412914535,0.0,2.3649454486782715
44,44,2,fam,0.09367328317341296,2.367942261949248,0.0,2.3649454486782715
45,45,0,fam,0.09377679320545668,2.3668378607714597,0.0,2.3649454486782715
46,46,1,fam,0.09376715511695553,2.3669406429576707,0.0,2.3649454486782715
47,47,2,fam,0.09375848253102749,2.3670331378937552,0.0,2.3649454486782715
48,48,0,fam,0.09383391323934356,2.3662289399189746,0.0,2.3649454486782715
49,49,1,fam,0.09382688455504452,2.366303848310977,0.0,2.3649454486782715
50,50,2,fam,0.0938205596394087,2.366371261066481,0.0,2.3649454486782715
51,51,0,fam,0.09387553369880416,2.3657854837070307,0.0,2.3649454486782715
52,52,1,fam,0.09387040845157181,2.365840081395534,0.0,2.3649454486782715
53,53,2,fam,0.09386579620752969,2.3658892167666403,0.0,2.3649454486782715
54,54,0,fam,0.09390586436759038,2.365462441389077,0.0,2.3649454486782715
55,55,1,fam,0.09390212735279968,2.3655022375101784,0.0,2.3649454486782715
56,56,2,fam,0.09389876429378284,2.3655380526651304,0.0,2.3649454486782715
57,57,0,fam,0.09392796976992442,2.365227069497345,0.0,2.3649454486782715
58,58,1,fam,0.09392524510930447,2.3652560778975675,0.0,2.3649454486782715
59,59,2,fam,0.09392279304989609,2.3652821847383154,0.0,2.3649454486782715
60,60,0,fam,0.0939440816038198,2.365055550276502,0.0,2.3649454486782715
61,61,1,fam,0.09394209512605807,2.3650766958210694,0.0,2.3649454486782715
62,62,2,fam,0.09394030736789918,2.365095726428888,0.0,2.3649454486782715
63,63,0,fam,0.09395582553445404,2.3649305482918987,0.0,2.3649454486782715
64,64,1,fam,0.09395437728582492,2.364945962554748,0.0,2.3649454486782715
65,65,2,fam,0.0939530739002314,2.3649598351881673,0.0,2.3649454486782715
66,66,0,fam_r,0.09396438601171091,2.364839440718186,0.0,2.3649454486782715
67,67,1,fam_r,0.09396333018196097,2.3648506772698914,0.0,2.3649454486782715
68,68,2,fam_r,0.09396237995547296,2.364860790058475,0.0,2.3649454486782715
69,69,0,fam_r,0.0939706261489343,2.364773033323907,0.0,2.3649454486782715
70,70,1,fam_r,0.0939698564190262,2.3647812245331408,0.0,2.3649454486782715
71,71,2,fam_r,0.09396916367289036,2.3647885965640847,0.0,2.3649454486782715
72,72,0,fam_r,0.09397517496947397,2.364724627661067,0.0,2.3649454486782715
73,73,1,fam_r,0.09397461382041908,2.3647305989266747,0.0,2.3649454486782715
74,74,2,fam_r,0.09397410879199945,2.364735973035236,0.0,2.3649454486782715
75,75,0,fam_r,0.09397849093237806,2.364689342763712,0.0,2.3649454486782715
76,76,1,fam_r,0.0939780818462404,2.3646936957494216,0.0,2.3649454486782715
77,77,2,fam_r,0.09397771367176158,2.364697613420359,0.0,2.3649454486782715
78,78,0,fam_r,0.0939809082017024,2.3646636215778005,0.0,2.3649454486782715
79,79,1,fam_r,0.09398060997340354,2.3646667948688203,0.0,2.3649454486782715
80,80,2,fam_r,0.09398034156955284,2.3646696508221288,0.0,2.3649454486782715
0,0,0,fam,0.06666666666666667,2.70805020110221,73.33333333333334,2.3648548717380176
1,1,1,fam,0.06578947368421052,2.7212954278522306,73.33333333333334,2.3648548717380176
2,2,2,fam,0.06501950585175552,2.733067964077498,73.33333333333334,2.3648548717380176
3,3,0,fam,0.07476515249002703,2.5934033783573307,73.33333333333334,2.3648548717380176
4,4,1,fam,0.07407029666364948,2.602740681785407,73.33333333333334,2.3648548717380176
5,5,2,fam,0.07345587779773968,2.6110703550883447,73.33333333333334,2.3648548717380176
6,6,0,fam,0.08032179971309743,2.5217142165031747,73.33333333333334,2.3648548717380176
7,7,1,fam,0.07978966461623342,2.5283612990016073,73.33333333333334,2.3648548717380176
8,8,2,fam,0.07931673575862624,2.534306128993451,73.33333333333334,2.3648548717380176
9,9,0,fam,0.08420203710469372,2.4745361643840744,73.33333333333334,2.3648548717380176
10,10,1,fam,0.08380183703713194,2.479300350050224,73.33333333333334,2.3648548717380176
11,11,2,fam,0.08344489570125636,2.4835687966975963,73.33333333333334,2.3648548717380176
12,12,0,fam,0.08694501419620812,2.4424793808700906,73.33333333333334,2.3648548717380176
13,13,1,fam,0.08664721652827101,2.4459103864955005,73.33333333333334,2.3648548717380176
14,14,2,fam,0.08638093745786897,2.448988258789452,73.33333333333334,2.3648548717380176
15,15,0,fam,0.08890087950463293,2.4202332433207436,73.33333333333334,2.3648548717380176
16,16,1,fam,0.0886807403875298,2.422712545289066,73.33333333333334,2.3648548717380176
17,17,2,fam,0.08848354525655332,2.4249386735597316,73.33333333333334,2.3648548717380176
18,18,0,fam,0.09030410787062229,2.4045723282248805,73.33333333333334,2.3648548717380176
19,19,1,fam,0.09014207200516537,2.406368275461019,73.33333333333334,2.3648548717380176
20,20,2,fam,0.08999673610152009,2.407981874848148,73.33333333333334,2.3648548717380176
21,21,0,fam,0.09131529976651502,2.3934369285694412,73.33333333333334,2.3648548717380176
22,22,1,fam,0.09119637337781161,2.3947401482866946,73.33333333333334,2.3648548717380176
23,23,2,fam,0.091089604173413,2.3959115956798813,73.33333333333334,2.3648548717380176
24,24,0,fam,0.09204630169730728,2.3854635492171,73.33333333333334,2.3648548717380176
25,25,1,fam,0.09195918704414283,2.386410419446558,73.33333333333334,2.3648548717380176
26,26,2,fam,0.09188092472107583,2.387261836768309,73.33333333333334,2.3648548717380176
27,27,0,fam,0.09257596568102563,2.379725720899836,73.33333333333334,2.3648548717380176
28,28,1,fam,0.09251224075933047,2.3804143106856324,73.33333333333334,2.3648548717380176
29,29,2,fam,0.09245496329290012,2.3810336363499265,73.33333333333334,2.3648548717380176
30,30,0,fam,0.09296038438784943,2.3755818509059163,73.33333333333334,2.3648548717380176
31,31,1,fam,0.09291381420143532,2.3760829445245255,73.33333333333334,2.3648548717380176
32,32,2,fam,0.09287194091028683,2.376533714195562,73.33333333333334,2.3648548717380176
33,33,0,fam,0.09323972403949281,2.37258142449836,73.33333333333334,2.3648548717380176
34,34,1,fam,0.0932057139128064,2.372946251092533,73.33333333333334,2.3648548717380176
35,35,2,fam,0.09317512600529275,2.3732744812668547,73.33333333333334,2.3648548717380176
36,36,0,fam,0.09344288551925949,2.3704048793938024,73.33333333333334,2.3648548717380176
37,37,1,fam,0.09341806020005951,2.3706705884134207,73.33333333333334,2.3648548717380176
38,38,2,fam,0.09339572868827727,2.370909666181946,73.33333333333334,2.3648548717380176
39,39,0,fam,0.09359073744969396,2.3688238592661337,73.33333333333334,2.3648548717380176
40,40,1,fam,0.09357262289444254,2.369017428726253,73.33333333333334,2.3648548717380176
41,41,2,fam,0.093556325789078,2.3691916092100365,73.33333333333334,2.3648548717380176
