,subID,epi,it,simID
14,14,0,1542,7
15,15,0,502,7
16,16,0,96,7
17,17,0,684,7
18,18,0,88,7
19,19,0,218,7
0,0,0,34,8
1,1,0,334,8
2,2,0,246,8
3,3,0,1478,8
4,4,0,26,8
5,5,0,208,8
6,6,0,410,8
7,7,0,714,8
8,8,0,20,8
9,9,0,2712,8
10,10,0,420,8
11,11,0,478,8
12,12,0,734,8
13,13,0,944,8
14,14,0,304,8
15,15,0,752,8
16,16,0,236,8
17,17,0,648,8
18,18,0,612,8
19,19,0,806,8
0,0,0,468,9
1,1,0,316,9
2,2,0,38,9
3,3,0,156,9
4,4,0,400,9
5,5,0,818,9
6,6,0,66,9
7,7,0,206,9
8,8,0,594,9
9,9,0,998,9
10,10,0,1338,9
11,11,0,1302,9
12,12,0,150,9
13,13,0,328,9
14,14,0,34,9
15,15,0,798,9
16,16,0,42,9
17,17,0,78,9
18,18,0,178,9
19,19,0,292,9
0,0,0,1036,10
1,1,0,1806,10
2,2,0,706,10
3,3,0,446,10
4,4,0,162,10
5,5,0,256,10
6,6,0,404,10
7,7,0,784,10
8,8,0,900,10
9,9,0,1362,10
10,10,0,344,10
11,11,0,48,10
12,12,0,62,10
13,13,0,364,10
14,14,0,178,10
15,15,0,78,10
16,16,0,348,10
17,17,0,550,10
18,18,0,888,10
19,19,0,788,10
0,0,0,206,11
1,1,0,98,11
2,2,0,82,11
3,3,0,38,11
4,4,0,1322,11
5,5,0,268,11
6,6,0,562,11
7,7,0,386,11
8,8,0,1056,11
9,9,0,776,11
10,10,0,1190,11
11,11,0,1146,11
12,12,0,1666,11
13,13,0,160,11
14,14,0,266,11
15,15,0,550,11
16,16,0,1198,11
17,17,0,256,11
18,18,0,280,11
19,19,0,456,11
0,0,0,404,12
1,1,0,240,12
2,2,0,352,12
3,3,0,70,12
4,4,0,198,12
5,5,0,208,12
6,6,0,252,12
7,7,0,1358,12
8,8,0,354,12
9,9,0,328,12
10,10,0,204,12
11,11,0,648,12
12,12,0,396,12
13,13,0,1026,12
14,14,0,586,12
15,15,0,702,12
16,16,0,248,12
17,17,0,70,12
18,18,0,326,12
19,19,0,204,12
0,0,0,262,13
1,1,0,438,13
2,2,0,220,13
3,3,0,456,13
4,4,0,814,13
5,5,0,66,13
6,6,0,416,13
7,7,0,352,13
8,8,0,104,13
9,9,0,164,13
10,10,0,1032,13
11,11,0,948,13
12,12,0,178,13
13,13,0,440,13
14,14,0,464,13
15,15,0,520,13
16,16,0,474,13
17,17,0,62,13
18,18,0,58,13
19,19,0,558,13
0,0,0,208,14
1,1,0,914,14
2,2,0,732,14
3,3,0,1206,14
4,4,0,232,14
5,5,0,486,14
6,6,0,72,14
7,7,0,1134,14
8,8,0,110,14
9,9,0,748,14
10,10,0,188,14
11,11,0,1434,14
12,12,0,508,14
13,13,0,712,14
14,14,0,1230,14
15,15,0,104,14
16,16,0,140,14
17,17,0,1260,14
18,18,0,186,14
19,19,0,604,14
0,0,0,650,15
1,1,0,1194,15
2,2,0,164,15
3,3,0,246,15
4,4,0,208,15
5,5,0,904,15
6,6,0,266,15
7,7,0,700,15
8,8,0,62,15
9,9,0,606,15
10,10,0,96,15
11,11,0,932,15
12,12,0,82,15
13,13,0,674,15
14,14,0,1230,15
15,15,0,646,15
16,16,0,518,15
17,17,0,298,15
18,18,0,652,15
19,19,0,102,15
0,0,0,822,16
1,1,0,1294,16
2,2,0,596,16
3,3,0,734,16
4,4,0,400,16
5,5,0,452,16
6,6,0,388,16
7,7,0,352,16
8,8,0,82,16
9,9,0,44,16
10,10,0,1160,16
11,11,0,146,16
12,12,0,74,16
13,13,0,348,16
14,14,0,38,16
15,15,0,1322,16
16,16,0,238,16
17,17,0,1118,16
18,18,0,1164,16
19,19,0,344,16
0,0,0,442,17
1,1,0,58,17
2,2,0,1500,17
3,3,0,1066,17
4,4,0,476,17
5,5,0,606,17
6,6,0,334,17
7,7,0,72,17
8,8,0,536,17
9,9,0,68,17
10,10,0,194,17
11,11,0,230,17
12,12,0,424,17
13,13,0,152,17
14,14,0,330,17
15,15,0,1162,17
16,16,0,112,17
17,17,0,1846,17
18,18,0,184,17
19,19,0,292,17
0,0,0,580,18
1,1,0,24,18
2,2,0,88,18
3,3,0,144,18
4,4,0,148,18
5,5,0,320,18
6,6,0,144,18
7,7,0,454,18
8,8,0,382,18
9,9,0,1280,18
10,10,0,3060,18
11,11,0,120,18
12,12,0,736,18
13,13,0,1270,18
14,14,0,224,18
15,15,0,518,18
16,16,0,140,18
17,17,0,476,18
18,18,0,648,18
19,19,0,322,18
0,0,0,466,19
1,1,0,228,19
2,2,0,730,19
3,3,0,672,19
4,4,0,1168,19
5,5,0,242,19
6,6,0,380,19
7,7,0,560,19
8,8,0,360,19
9,9,0,530,19
10,10,0,194,19
11,11,0,464,19
12,12,0,316,19
13,13,0,548,19
14,14,0,80,19
15,15,0,1362,19
16,16,0,122,19
17,17,0,136,19
18,18,0,70,19
19,19,0,160,19
