,time_step,stimulus,type,familiarity,novelty,dN,steady
0,0,0,fam,0.0019493177387914231,6.240275845170769,0.0,5.524167852012784
1,1,1,fam,0.0019439044709802834,6.243056714593562,0.0,5.524167852012784
2,2,2,fam,0.0019401330376940134,6.244998732127201,0.0,5.524167852012784
3,3,0,fam,0.0032937529408508404,5.71572765281706,0.0,5.524167852012784
4,4,1,fam,0.0032906288972521865,5.716676578292493,0.0,5.524167852012784
5,5,2,fam,0.0032884455904569863,5.717340290758259,0.0,5.524167852012784
6,6,0,fam,0.003751147970270895,5.585693360441067,0.0,5.524167852012784
7,7,1,fam,0.0037499293921653748,5.586018267932981,0.0,5.524167852012784
8,8,2,fam,0.0037490768584588175,5.58624564038254,0.0,5.524167852012784
9,9,0,fam,0.003907597614811572,5.544832514582957,0.0,5.524167852012784
10,10,1,fam,0.003907162426818172,5.544943890489967,0.0,5.524167852012784
11,11,2,fam,0.00390685785289374,5.545021846244798,0.0,5.524167852012784
12,12,0,fam,0.003961208603466786,5.531206097385025,0.0,5.524167852012784
13,13,1,fam,0.003961057311885508,5.531244291402471,0.0,5.524167852012784
14,14,2,fam,0.003960951414654635,5.531271026346735,0.0,5.524167852012784
15,15,0,fam,0.003979591150568553,5.5265761909502675,0.0,5.524167852012784
16,16,1,fam,0.0039795390197916065,5.526589290566891,0.0,5.524167852012784
17,17,2,fam,0.003979502529060373,5.5265984601964275,0.0,5.524167852012784
18,18,0,fam,0.003985895655993697,5.524993235157432,0.0,5.524167852012784
19,19,1,fam,0.003985877747169822,5.524997728216371,0.0,5.524167852012784
20,20,2,fam,0.003985865211088863,5.525000873345616,0.0,5.524167852012784
21,21,0,fam,0.003988058018042059,5.524450878833389,0.0,5.524167852012784
22,22,1,fam,0.003988051872025352,5.524452419939715,0.0,5.524167852012784
23,23,2,fam,0.00398804756982493,5.524453498712731,0.0,5.524167852012784
24,24,0,fam,0.003988799698423431,5.524264920800822,0.0,5.524167852012784
25,25,1,fam,0.003988797589952631,5.524265449398776,0.0,5.524167852012784
26,26,2,fam,0.003988796114024396,5.524265819417177,0.0,5.524167852012784
27,27,0,fam,0.003989054093641154,5.524201145448593,0.0,5.524167852012784
28,28,1,fam,0.003989053370390132,5.524201326757513,0.0,5.524167852012784
